,id,atlas_id,name,acronym,parent_structure_id,depth,graph_order,structure_id_path,color_hex_triplet,color_hex_code,safe_name,beryl_id,cosmos_id
68,1094,985,Primary somatosensory area lower limb layer 4,SSp-ll4,337,9,68,/997/8/567/688/695/315/453/322/337/1094/,188064,#188064,Primary somatosensory area lower limb layer 4,337,315
69,1128,989,Primary somatosensory area lower limb layer 5,SSp-ll5,337,9,69,/997/8/567/688/695/315/453/322/337/1128/,188064,#188064,Primary somatosensory area lower limb layer 5,337,315
70,478,625,Primary somatosensory area lower limb layer 6a,SSp-ll6a,337,9,70,/997/8/567/688/695/315/453/322/337/478/,188064,#188064,Primary somatosensory area lower limb layer 6a,337,315
71,510,629,Primary somatosensory area lower limb layer 6b,SSp-ll6b,337,9,71,/997/8/567/688/695/315/453/322/337/510/,188064,#188064,Primary somatosensory area lower limb layer 6b,337,315
72,345,750,Primary somatosensory area mouth,SSp-m,322,8,72,/997/8/567/688/695/315/453/322/345/,188064,#188064,Primary somatosensory area mouth,345,315
73,878,958,Primary somatosensory area mouth layer 1,SSp-m1,345,9,73,/997/8/567/688/695/315/453/322/345/878/,188064,#188064,Primary somatosensory area mouth layer 1,345,315
74,657,1072,Primary somatosensory area mouth layer 2/3,SSp-m2/3,345,9,74,/997/8/567/688/695/315/453/322/345/657/,188064,#188064,Primary somatosensory area mouth layer 2/3,345,315
75,950,967,Primary somatosensory area mouth layer 4,SSp-m4,345,9,75,/997/8/567/688/695/315/453/322/345/950/,188064,#188064,Primary somatosensory area mouth layer 4,345,315
76,974,970,Primary somatosensory area mouth layer 5,SSp-m5,345,9,76,/997/8/567/688/695/315/453/322/345/974/,188064,#188064,Primary somatosensory area mouth layer 5,345,315
77,1102,986,Primary somatosensory area mouth layer 6a,SSp-m6a,345,9,77,/997/8/567/688/695/315/453/322/345/1102/,188064,#188064,Primary somatosensory area mouth layer 6a,345,315
78,2,990,Primary somatosensory area mouth layer 6b,SSp-m6b,345,9,78,/997/8/567/688/695/315/453/322/345/2/,188064,#188064,Primary somatosensory area mouth layer 6b,345,315
79,369,753,Primary somatosensory area upper limb,SSp-ul,322,8,79,/997/8/567/688/695/315/453/322/369/,188064,#188064,Primary somatosensory area upper limb,369,315
80,450,1046,Primary somatosensory area upper limb layer 1,SSp-ul1,369,9,80,/997/8/567/688/695/315/453/322/369/450/,188064,#188064,Primary somatosensory area upper limb layer 1,369,315
81,854,955,Primary somatosensory area upper limb layer 2/3,SSp-ul2/3,369,9,81,/997/8/567/688/695/315/453/322/369/854/,188064,#188064,Primary somatosensory area upper limb layer 2/3,369,315
82,577,1062,Primary somatosensory area upper limb layer 4,SSp-ul4,369,9,82,/997/8/567/688/695/315/453/322/369/577/,188064,#188064,Primary somatosensory area upper limb layer 4,369,315
83,625,1068,Primary somatosensory area upper limb layer 5,SSp-ul5,369,9,83,/997/8/567/688/695/315/453/322/369/625/,188064,#188064,Primary somatosensory area upper limb layer 5,369,315
84,945,1108,Primary somatosensory area upper limb layer 6a,SSp-ul6a,369,9,84,/997/8/567/688/695/315/453/322/369/945/,188064,#188064,Primary somatosensory area upper limb layer 6a,369,315
85,1026,1118,Primary somatosensory area upper limb layer 6b,SSp-ul6b,369,9,85,/997/8/567/688/695/315/453/322/369/1026/,188064,#188064,Primary somatosensory area upper limb layer 6b,369,315
86,361,752,Primary somatosensory area trunk,SSp-tr,322,8,86,/997/8/567/688/695/315/453/322/361/,188064,#188064,Primary somatosensory area trunk,361,315
87,1006,974,Primary somatosensory area trunk layer 1,SSp-tr1,361,9,87,/997/8/567/688/695/315/453/322/361/1006/,188064,#188064,Primary somatosensory area trunk layer 1,361,315
88,670,649,Primary somatosensory area trunk layer 2/3,SSp-tr2/3,361,9,88,/997/8/567/688/695/315/453/322/361/670/,188064,#188064,Primary somatosensory area trunk layer 2/3,361,315
89,1086,984,Primary somatosensory area trunk layer 4,SSp-tr4,361,9,89,/997/8/567/688/695/315/453/322/361/1086/,188064,#188064,Primary somatosensory area trunk layer 4,361,315
90,1111,987,Primary somatosensory area trunk layer 5,SSp-tr5,361,9,90,/997/8/567/688/695/315/453/322/361/1111/,188064,#188064,Primary somatosensory area trunk layer 5,361,315
91,9,991,Primary somatosensory area trunk layer 6a,SSp-tr6a,361,9,91,/997/8/567/688/695/315/453/322/361/9/,188064,#188064,Primary somatosensory area trunk layer 6a,361,315
92,461,623,Primary somatosensory area trunk layer 6b,SSp-tr6b,361,9,92,/997/8/567/688/695/315/453/322/361/461/,188064,#188064,Primary somatosensory area trunk layer 6b,361,315
93,182305689,-2,Primary somatosensory area unassigned,SSp-un,322,8,93,/997/8/567/688/695/315/453/322/182305689/,188064,#188064,Primary somatosensory area unassigned,182305689,315
94,182305693,-2,Primary somatosensory area unassigned layer 1,SSp-un1,182305689,9,94,/997/8/567/688/695/315/453/322/182305689/182305693/,188064,#188064,Primary somatosensory area unassigned layer 1,182305689,315
95,182305697,-2,Primary somatosensory area unassigned layer 2/3,SSp-un2/3,182305689,9,95,/997/8/567/688/695/315/453/322/182305689/182305697/,188064,#188064,Primary somatosensory area unassigned layer 2/3,182305689,315
96,182305701,-2,Primary somatosensory area unassigned layer 4,SSp-un4,182305689,9,96,/997/8/567/688/695/315/453/322/182305689/182305701/,188064,#188064,Primary somatosensory area unassigned layer 4,182305689,315
97,182305705,-2,Primary somatosensory area unassigned layer 5,SSp-un5,182305689,9,97,/997/8/567/688/695/315/453/322/182305689/182305705/,188064,#188064,Primary somatosensory area unassigned layer 5,182305689,315
98,182305709,-2,Primary somatosensory area unassigned layer 6a,SSp-un6a,182305689,9,98,/997/8/567/688/695/315/453/322/182305689/182305709/,188064,#188064,Primary somatosensory area unassigned layer 6a,182305689,315
99,182305713,-2,Primary somatosensory area unassigned layer 6b,SSp-un6b,182305689,9,99,/997/8/567/688/695/315/453/322/182305689/182305713/,188064,#188064,Primary somatosensory area unassigned layer 6b,182305689,315
100,378,754,Supplemental somatosensory area,SSs,453,7,100,/997/8/567/688/695/315/453/378/,188064,#188064,Supplemental somatosensory area,378,315
101,873,1099,Supplemental somatosensory area layer 1,SSs1,378,8,101,/997/8/567/688/695/315/453/378/873/,188064,#188064,Supplemental somatosensory area layer 1,378,315
102,806,949,Supplemental somatosensory area layer 2/3,SSs2/3,378,8,102,/997/8/567/688/695/315/453/378/806/,188064,#188064,Supplemental somatosensory area layer 2/3,378,315
103,1035,1119,Supplemental somatosensory area layer 4,SSs4,378,8,103,/997/8/567/688/695/315/453/378/1035/,188064,#188064,Supplemental somatosensory area layer 4,378,315
104,1090,1126,Supplemental somatosensory area layer 5,SSs5,378,8,104,/997/8/567/688/695/315/453/378/1090/,188064,#188064,Supplemental somatosensory area layer 5,378,315
105,862,956,Supplemental somatosensory area layer 6a,SSs6a,378,8,105,/997/8/567/688/695/315/453/378/862/,188064,#188064,Supplemental somatosensory area layer 6a,378,315
106,893,960,Supplemental somatosensory area layer 6b,SSs6b,378,8,106,/997/8/567/688/695/315/453/378/893/,188064,#188064,Supplemental somatosensory area layer 6b,378,315
107,1057,131,Gustatory areas,GU,315,6,107,/997/8/567/688/695/315/1057/,009C75,#009C75,Gustatory areas,1057,315
108,36,994,Gustatory areas layer 1,GU1,1057,7,108,/997/8/567/688/695/315/1057/36/,009C75,#009C75,Gustatory areas layer 1,1057,315
109,180,729,Gustatory areas layer 2/3,GU2/3,1057,7,109,/997/8/567/688/695/315/1057/180/,009C75,#009C75,Gustatory areas layer 2/3,1057,315
110,148,1008,Gustatory areas layer 4,GU4,1057,7,110,/997/8/567/688/695/315/1057/148/,009C75,#009C75,Gustatory areas layer 4,1057,315
111,187,1013,Gustatory areas layer 5,GU5,1057,7,111,/997/8/567/688/695/315/1057/187/,009C75,#009C75,Gustatory areas layer 5,1057,315
112,638,645,Gustatory areas layer 6a,GU6a,1057,7,112,/997/8/567/688/695/315/1057/638/,009C75,#009C75,Gustatory areas layer 6a,1057,315
113,662,648,Gustatory areas layer 6b,GU6b,1057,7,113,/997/8/567/688/695/315/1057/662/,009C75,#009C75,Gustatory areas layer 6b,1057,315
114,677,367,Visceral area,VISC,315,6,114,/997/8/567/688/695/315/677/,11AD83,#11AD83,Visceral area,677,315
115,897,1102,Visceral area layer 1,VISC1,677,7,115,/997/8/567/688/695/315/677/897/,11AD83,#11AD83,Visceral area layer 1,677,315
116,1106,1128,Visceral area layer 2/3,VISC2/3,677,7,116,/997/8/567/688/695/315/677/1106/,11AD83,#11AD83,Visceral area layer 2/3,677,315
117,1010,1116,Visceral area layer 4,VISC4,677,7,117,/997/8/567/688/695/315/677/1010/,11AD83,#11AD83,Visceral area layer 4,677,315
118,1058,1122,Visceral area layer 5,VISC5,677,7,118,/997/8/567/688/695/315/677/1058/,11AD83,#11AD83,Visceral area layer 5,677,315
119,857,1097,Visceral area layer 6a,VISC6a,677,7,119,/997/8/567/688/695/315/677/857/,11AD83,#11AD83,Visceral area layer 6a,677,315
120,849,1096,Visceral area layer 6b,VISC6b,677,7,120,/997/8/567/688/695/315/677/849/,11AD83,#11AD83,Visceral area layer 6b,677,315
121,247,30,Auditory areas,AUD,315,6,121,/997/8/567/688/695/315/247/,19399,#019399,Auditory areas,997,315
122,1011,833,Dorsal auditory area,AUDd,247,7,122,/997/8/567/688/695/315/247/1011/,19399,#019399,Dorsal auditory area,1011,315
123,527,631,Dorsal auditory area layer 1,AUDd1,1011,8,123,/997/8/567/688/695/315/247/1011/527/,19399,#019399,Dorsal auditory area layer 1,1011,315
124,600,923,Dorsal auditory area layer 2/3,AUDd2/3,1011,8,124,/997/8/567/688/695/315/247/1011/600/,19399,#019399,Dorsal auditory area layer 2/3,1011,315
125,678,650,Dorsal auditory area layer 4,AUDd4,1011,8,125,/997/8/567/688/695/315/247/1011/678/,19399,#019399,Dorsal auditory area layer 4,1011,315
126,252,738,Dorsal auditory area layer 5,AUDd5,1011,8,126,/997/8/567/688/695/315/247/1011/252/,19399,#019399,Dorsal auditory area layer 5,1011,315
127,156,1009,Dorsal auditory area layer 6a,AUDd6a,1011,8,127,/997/8/567/688/695/315/247/1011/156/,19399,#019399,Dorsal auditory area layer 6a,1011,315
128,243,1020,Dorsal auditory area layer 6b,AUDd6b,1011,8,128,/997/8/567/688/695/315/247/1011/243/,19399,#019399,Dorsal auditory area layer 6b,1011,315
129,480149230,-2,Laterolateral anterior visual area,VISlla,1011,8,129,/997/8/567/688/695/315/247/1011/480149230/,19399,#019399,Laterolateral anterior visual area,1011,315
130,480149234,-2,Laterolateral anterior visual area layer 1,VISlla1,480149230,9,130,/997/8/567/688/695/315/247/1011/480149230/480149234/,19399,#019399,Laterolateral anterior visual area layer 1,1011,315
131,480149238,-2,Laterolateral anterior visual area layer 2/3,VISlla2/3,480149230,9,131,/997/8/567/688/695/315/247/1011/480149230/480149238/,19399,#019399,Laterolateral anterior visual area layer 2/3,1011,315
132,480149242,-2,Laterolateral anterior visual area layer 4,VISlla4,480149230,9,132,/997/8/567/688/695/315/247/1011/480149230/480149242/,19399,#019399,Laterolateral anterior visual area layer 4,1011,315
133,480149246,-2,Laterolateral anterior visual arealayer 5,VISlla5,480149230,9,133,/997/8/567/688/695/315/247/1011/480149230/480149246/,19399,#019399,Laterolateral anterior visual arealayer 5,1011,315
134,480149250,-2,Laterolateral anterior visual area layer 6a,VISlla6a,480149230,9,134,/997/8/567/688/695/315/247/1011/480149230/480149250/,19399,#019399,Laterolateral anterior visual area layer 6a,1011,315
135,480149254,-2,Laterolateral anterior visual area layer 6b,VISlla6b,480149230,9,135,/997/8/567/688/695/315/247/1011/480149230/480149254/,19399,#019399,Laterolateral anterior visual area layer 6b,1011,315
136,1002,832,Primary auditory area,AUDp,247,7,136,/997/8/567/688/695/315/247/1002/,19399,#019399,Primary auditory area,1002,315
137,735,940,Primary auditory area layer 1,AUDp1,1002,8,137,/997/8/567/688/695/315/247/1002/735/,19399,#019399,Primary auditory area layer 1,1002,315
138,251,1021,Primary auditory area layer 2/3,AUDp2/3,1002,8,138,/997/8/567/688/695/315/247/1002/251/,19399,#019399,Primary auditory area layer 2/3,1002,315
139,816,950,Primary auditory area layer 4,AUDp4,1002,8,139,/997/8/567/688/695/315/247/1002/816/,19399,#019399,Primary auditory area layer 4,1002,315
140,847,954,Primary auditory area layer 5,AUDp5,1002,8,140,/997/8/567/688/695/315/247/1002/847/,19399,#019399,Primary auditory area layer 5,1002,315
141,954,1109,Primary auditory area layer 6a,AUDp6a,1002,8,141,/997/8/567/688/695/315/247/1002/954/,19399,#019399,Primary auditory area layer 6a,1002,315
142,1005,1115,Primary auditory area layer 6b,AUDp6b,1002,8,142,/997/8/567/688/695/315/247/1002/1005/,19399,#019399,Primary auditory area layer 6b,1002,315
143,1027,835,Posterior auditory area,AUDpo,247,7,143,/997/8/567/688/695/315/247/1027/,19399,#019399,Posterior auditory area,1027,315
144,696,935,Posterior auditory area layer 1,AUDpo1,1027,8,144,/997/8/567/688/695/315/247/1027/696/,19399,#019399,Posterior auditory area layer 1,1027,315
145,643,1070,Posterior auditory area layer 2/3,AUDpo2/3,1027,8,145,/997/8/567/688/695/315/247/1027/643/,19399,#019399,Posterior auditory area layer 2/3,1027,315
146,759,943,Posterior auditory area layer 4,AUDpo4,1027,8,146,/997/8/567/688/695/315/247/1027/759/,19399,#019399,Posterior auditory area layer 4,1027,315
147,791,947,Posterior auditory area layer 5,AUDpo5,1027,8,147,/997/8/567/688/695/315/247/1027/791/,19399,#019399,Posterior auditory area layer 5,1027,315
148,249,455,Posterior auditory area layer 6a,AUDpo6a,1027,8,148,/997/8/567/688/695/315/247/1027/249/,19399,#019399,Posterior auditory area layer 6a,1027,315
149,456,622,Posterior auditory area layer 6b,AUDpo6b,1027,8,149,/997/8/567/688/695/315/247/1027/456/,19399,#019399,Posterior auditory area layer 6b,1027,315
150,1018,834,Ventral auditory area,AUDv,247,7,150,/997/8/567/688/695/315/247/1018/,19399,#019399,Ventral auditory area,1018,315
151,959,968,Ventral auditory area layer 1,AUDv1,1018,8,151,/997/8/567/688/695/315/247/1018/959/,19399,#019399,Ventral auditory area layer 1,1018,315
152,755,1084,Ventral auditory area layer 2/3,AUDv2/3,1018,8,152,/997/8/567/688/695/315/247/1018/755/,19399,#019399,Ventral auditory area layer 2/3,1018,315
153,990,972,Ventral auditory area layer 4,AUDv4,1018,8,153,/997/8/567/688/695/315/247/1018/990/,19399,#019399,Ventral auditory area layer 4,1018,315
154,1023,976,Ventral auditory area layer 5,AUDv5,1018,8,154,/997/8/567/688/695/315/247/1018/1023/,19399,#019399,Ventral auditory area layer 5,1018,315
155,520,630,Ventral auditory area layer 6a,AUDv6a,1018,8,155,/997/8/567/688/695/315/247/1018/520/,19399,#019399,Ventral auditory area layer 6a,1018,315
156,598,640,Ventral auditory area layer 6b,AUDv6b,1018,8,156,/997/8/567/688/695/315/247/1018/598/,19399,#019399,Ventral auditory area layer 6b,1018,315
157,669,366,Visual areas,VIS,315,6,157,/997/8/567/688/695/315/669/,08858C,#08858C,Visual areas,997,315
158,801,1090,Visual areas layer 1,VIS1,669,7,158,/997/8/567/688/695/315/669/801/,08858C,#08858C,Visual areas layer 1,997,315
159,561,1060,Visual areas layer 2/3,VIS2/3,669,7,159,/997/8/567/688/695/315/669/561/,08858C,#08858C,Visual areas layer 2/3,997,315
160,913,1104,Visual areas layer 4,VIS4,669,7,160,/997/8/567/688/695/315/669/913/,08858C,#08858C,Visual areas layer 4,997,315
161,937,1107,Visual areas layer 5,VIS5,669,7,161,/997/8/567/688/695/315/669/937/,08858C,#08858C,Visual areas layer 5,997,315
162,457,1047,Visual areas layer 6a,VIS6a,669,7,162,/997/8/567/688/695/315/669/457/,08858C,#08858C,Visual areas layer 6a,997,315
163,497,1052,Visual areas layer 6b,VIS6b,669,7,163,/997/8/567/688/695/315/669/497/,08858C,#08858C,Visual areas layer 6b,997,315
164,402,757,Anterolateral visual area,VISal,669,7,164,/997/8/567/688/695/315/669/402/,08858C,#08858C,Anterolateral visual area,402,315
165,1074,1124,Anterolateral visual area layer 1,VISal1,402,8,165,/997/8/567/688/695/315/669/402/1074/,08858C,#08858C,Anterolateral visual area layer 1,402,315
166,905,1103,Anterolateral visual area layer 2/3,VISal2/3,402,8,166,/997/8/567/688/695/315/669/402/905/,08858C,#08858C,Anterolateral visual area layer 2/3,402,315
167,1114,1129,Anterolateral visual area layer 4,VISal4,402,8,167,/997/8/567/688/695/315/669/402/1114/,08858C,#08858C,Anterolateral visual area layer 4,402,315
168,233,453,Anterolateral visual area layer 5,VISal5,402,8,168,/997/8/567/688/695/315/669/402/233/,08858C,#08858C,Anterolateral visual area layer 5,402,315
